[header]
width=25
height=25
tilewidth=40
tileheight=40
orientation=orthogonal

[tilesets]
tileset=../../../../Files/Level System/tileset_gray-01.png,40,40,0,0

[layer]
type=Tile Layer 1
data=
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,79,80,81,82,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,91,92,93,94,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,133,0,0,136,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,126,127,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,101,114,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,101,114,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,101,114,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,101,114,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,101,114,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,101,114,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,101,114,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,101,114,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,101,97,98,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,101,109,110,81,82,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,99,100,0,0,93,94,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,7,8,9,111,112,0,0,0,97,98,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,19,20,21,0,0,0,0,0,109,110,10,11,12,129,129,129,129,129,
129,129,129,129,129,129,129,31,32,33,0,127,128,0,0,0,0,22,23,24,129,129,129,129,129,
129,129,129,129,129,129,129,101,0,0,0,139,140,0,0,0,0,34,35,36,129,129,129,129,129,
129,129,129,129,129,129,129,140,0,0,0,0,0,0,0,0,0,46,47,48,129,129,129,129,129,
129,129,129,129,129,129,123,0,0,0,0,0,0,0,0,0,0,58,59,60,129,129,129,129,129,
129,129,129,129,129,129,103,104,0,0,0,0,0,0,125,113,113,70,71,72,129,129,129,129,129,
129,129,129,129,129,129,115,116,113,113,128,0,0,120,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,135,134,129,129,129,129,129,129,129,129,129,129,129,129

[layer]
type=Tile Layer 2
data=
1,2,3,4,5,6,7,8,9,10,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,14,15,16,17,18,19,20,21,22,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,26,27,28,29,30,31,32,33,34,35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,38,39,40,41,42,43,44,45,46,47,48,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,50,51,52,53,54,55,56,57,58,59,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,62,63,64,65,66,67,68,69,70,71,72,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,74,75,76,77,78,79,80,81,82,83,84,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,86,87,88,89,90,91,92,93,94,95,96,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,98,99,100,101,102,103,104,105,106,107,108,0,0,0,0,0,0,0,0,0,0,0,0,0,
109,110,111,112,113,114,115,116,117,118,119,120,0,0,0,0,0,0,0,0,0,0,0,0,0,
121,122,123,124,125,126,127,128,129,130,131,132,0,0,0,0,0,0,0,0,0,0,0,0,0,
133,134,135,136,137,138,139,140,141,142,143,144,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

