[header]
width=25
height=25
tilewidth=40
tileheight=40
orientation=orthogonal

[tilesets]
tileset=tileset_gray-01.png,40,40,0,0

[layer]
type=Tile Layer 1
data=
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,79,80,102,124,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,91,92,0,0,139,10,11,12,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,140,0,0,0,0,22,23,24,129,129,129,129,129,129,
129,129,129,129,79,80,124,129,129,129,107,0,73,74,75,76,34,35,36,129,129,129,129,129,129,
129,129,129,129,91,92,0,139,102,138,0,0,85,86,87,88,0,0,137,129,129,129,129,129,129,
129,129,129,129,103,104,0,125,113,75,76,0,97,98,99,100,0,0,0,108,129,129,129,129,129,
129,129,129,129,115,116,134,129,129,87,88,0,109,110,111,112,0,0,0,0,122,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,133,0,0,0,0,0,0,0,0,105,106,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,119,0,0,0,125,113,113,113,117,118,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,135,113,134,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129

[layer]
type=Tile Layer 2
data=
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,7,8,9,81,82,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,19,20,21,93,94,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,31,32,33,0,89,102,102,102,124,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,40,41,42,0,0,0,0,0,0,0,0,108,129,129,129,129,129,129,
129,129,129,129,129,129,129,52,53,54,0,0,0,0,0,0,0,0,0,108,129,129,129,129,129,
129,129,129,129,121,102,102,64,65,66,0,0,0,0,0,0,0,0,0,0,108,129,129,129,129,
129,129,129,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,129,129,129,
129,129,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,129,129,
129,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,129,129,
129,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,129,129,
129,101,0,0,0,0,0,73,74,78,0,0,0,0,0,0,0,0,0,0,0,0,114,129,129,
129,133,0,0,0,0,0,85,86,101,0,0,0,0,0,0,0,0,0,0,46,47,48,129,129,
129,129,119,0,0,46,47,48,129,101,0,0,0,0,0,0,0,0,0,0,58,59,60,129,129,
129,129,129,119,0,58,59,60,129,95,113,113,113,113,113,113,113,113,113,113,70,71,72,129,129,
129,129,129,129,135,70,71,72,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129

